Date,Open,High,Low,Close,Adj Close,Volume,neutral-count-finbert,positive-count-finbert,negative-count-finbert,average-confidence-finbert,average-neutral-score-gemini,average-positive-score-gemini,average-negative-score-gemini,prediction-label,ticker,number-employees,sector
2024-11-21,130.5,132.1199951171875,130.4499969482422,131.2100067138672,131.2100067138672,2658382,4,0,4,0.9759321585297585,3.125,5.125,2.375,1.0,PM,82700.0,Consumer Goods
2024-11-21,51.68999862670898,52.07500076293945,51.4900016784668,52.02000045776367,52.02000045776367,2210041,0,0,8,0.8962380290031433,4.25,4.0,3.5,1.0,BHP,38962.0,Energy
2024-11-21,189.4100036621093,192.3000030517578,186.7400054931641,191.2400054931641,191.2400054931641,18113972,0,3,5,0.8582022488117218,4.75,4.5,3.125,1.0,TSM,76478.0,Technology
2024-11-21,68.80000305175781,69.46499633789062,68.41999816894531,68.94999694824219,68.94999694824219,9585739,4,0,4,0.939582608640194,5.75,5.125,3.625,1.0,C,229000.0,Finance
2024-11-21,155.0,156.94000244140625,153.58999633789062,155.4600067138672,155.4600067138672,10677966,2,1,5,0.9546028077602386,4.0,4.375,2.5,1.0,QCOM,49000.0,Technology
2024-11-21,24.07999992370605,24.770000457763672,23.82999992370605,24.440000534057617,24.440000534057617,53800566,0,1,7,0.9330312758684158,3.5,3.5,2.625,1.0,INTC,124100.0,Technology
2024-11-21,43.84999847412109,44.54499816894531,43.63999938964844,44.060001373291016,44.060001373291016,9845766,6,0,2,0.9862928465008736,5.625,5.5,4.25,1.0,SLB,111000.0,Energy
2024-11-21,142.0800018310547,142.98500061035156,140.72000122070312,141.11000061035156,141.11000061035156,1599843,4,1,3,0.990180402994156,5.75,5.0,3.875,0.0,VLO,9886.0,Energy
2024-11-21,34.70000076293945,35.36000061035156,34.599998474121094,35.34000015258789,35.34000015258789,9350999,3,1,4,0.9512274265289308,4.625,5.625,2.5,1.0,CSX,23400.0,Industrials
2024-11-21,200.32000732421875,203.509994506836,198.7100067138672,202.8099975585937,202.8099975585937,1358240,2,1,5,0.9350401014089584,5.125,4.875,2.375,1.0,AMT,5643.0,Telecommunications
2024-11-21,114.12999725341795,115.02999877929688,113.1500015258789,114.86000061035156,114.86000061035156,3095134,2,0,6,0.9238828867673874,2.875,7.625,0.875,1.0,DUK,27037.0,Energy
2024-11-21,259.010009765625,264.7200012207031,258.1499938964844,264.260009765625,264.260009765625,1198939,5,0,3,0.997542142868042,5.75,6.0,2.75,1.0,NSC,20700.0,Industrials
2024-11-22,241.1600036621093,242.10499572753903,238.6199951171875,238.7700042724609,238.7700042724609,275831,5,1,2,0.9765889644622804,4.375,4.5,3.75,0.0,STZ,10600.0,Consumer Goods
2024-11-22,757.0499877929688,761.2799072265625,747.77001953125,750.409912109375,750.409912109375,992657,1,3,4,0.916220299899578,4.875,5.75,4.0,0.0,LLY,43000.0,Healthcare
2024-11-22,28.540000915527344,28.809999465942383,28.540000915527344,28.674999237060547,28.674999237060547,1477285,7,0,1,0.968359924852848,4.625,6.5,2.375,1.0,KMI,10891.0,Energy
2024-11-22,384.6600036621094,388.0700073242188,383.1499938964844,384.7300109863281,384.7300109863281,97122,2,0,6,0.9443542957305908,5.875,6.0,2.875,1.0,CHTR,101100.0,Telecommunications
2024-11-22,174.14500427246094,176.49000549316406,173.8800048828125,176.24000549316406,176.24000549316406,2224196,4,1,3,0.9008305072784424,5.75,5.5,2.875,1.0,PG,108000.0,Consumer Goods
2024-11-22,31.86000061035156,32.119998931884766,31.700000762939453,31.88999938964844,31.88999938964844,706368,2,1,5,0.9831737726926804,4.625,5.25,4.75,1.0,LUV,73463.0,Airlines
2024-11-22,10.8100004196167,11.09000015258789,10.800000190734863,11.085000038146973,11.085000038146973,14844083,1,4,3,0.9780201837420464,4.0,3.625,6.0,1.0,F,177000.0,Automotive
2024-11-22,264.2200012207031,265.8004150390625,263.2300109863281,264.5799865722656,264.5799865722656,276142,6,0,2,0.996770679950714,4.625,7.75,1.625,1.0,PGR,61432.0,Finance
2024-11-22,121.6999969482422,125.75,121.26000213623048,124.86109924316406,124.86109924316406,5088244,2,5,1,0.9175766706466676,4.625,4.5,5.5,1.0,TGT,415000.0,Consumer Goods
2024-11-22,477.9299926757813,483.2275085449219,477.6600036621094,481.3299865722656,481.3299865722656,65144,4,0,4,0.9480559900403024,4.5,6.25,2.125,1.0,MCO,15776.0,Finance
2024-11-22,126.26000213623048,128.3000030517578,126.26000213623048,128.16000366210938,128.16000366210938,127356,4,0,4,0.983649455010891,4.125,6.625,1.5,1.0,PRU,40366.0,Finance
2024-11-22,114.31999969482422,115.05500030517578,113.95999908447266,115.05500030517578,115.05500030517578,442742,5,0,3,0.9671564921736716,5.25,5.75,2.875,1.0,PLD,2574.0,Real Estate
2024-11-22,75.80000305175781,76.83499908447266,75.62999725341797,76.40989685058594,76.40989685058594,497074,2,0,6,0.9034063443541528,6.25,5.25,2.125,1.0,AIG,25000.0,Finance
2024-11-22,183.0749969482422,183.9600067138672,181.7400054931641,182.3800048828125,182.3800048828125,161800,5,0,3,0.9502152875065804,4.625,7.0,1.375,0.0,SPG,2500.0,Real Estate
2024-11-22,44.7599983215332,45.36000061035156,44.65999984741211,45.345001220703125,45.345001220703125,956075,4,0,4,0.9391200765967368,4.625,5.75,3.875,1.0,DOW,35900.0,Chemicals
2024-11-22,100.0,101.29000091552734,99.7699966430664,101.07990264892578,101.07990264892578,1208591,1,3,4,0.9641880244016648,5.375,4.0,5.625,1.0,SBUX,381000.0,Consumer Goods
2024-11-22,2.069999933242798,2.150000095367432,2.059999942779541,2.0999999046325684,2.0999999046325684,40724086,4,1,3,0.9624325633049012,4.25,4.625,5.625,1.0,LCID,6500.0,Automotive
2024-11-22,25.18000030517578,25.75,25.099000930786133,25.64999961853028,25.64999961853028,41844915,5,1,2,0.935501292347908,3.5,6.25,3.875,1.0,PFE,88000.0,Healthcare
2024-11-22,42.59999847412109,43.334999084472656,42.334999084472656,43.150001525878906,43.150001525878906,12996605,4,0,4,0.985417328774929,5.5,6.125,2.0,1.0,VZ,101200.0,Telecommunications
2024-11-22,145.91000366210938,147.16000366210938,141.10000610351562,141.9499969482422,141.9499969482422,233965631,4,0,4,0.976121760904789,4.125,6.875,2.125,0.0,NVDA,29600.0,Technology
2024-11-22,155.89999389648438,157.11500549316406,154.11000061035156,155.1699981689453,155.1699981689453,5561152,3,0,5,0.8645071387290955,3.625,6.75,3.25,0.0,JNJ,131900.0,Healthcare
2024-11-22,23.049999237060547,23.290000915527344,22.934999465942383,23.18000030517578,23.18000030517578,27739291,3,0,5,0.9948583617806436,5.0,3.875,6.125,1.0,T,143630.0,Telecommunications
2024-11-22,120.72000122070312,121.83999633789062,120.5,120.7699966430664,120.7699966430664,3540389,5,0,3,0.9551431760191916,4.25,6.5,3.25,1.0,RTX,185000.0,Industrials
2024-11-22,84.79000091552734,86.30000305175781,84.6238021850586,86.20999908447266,86.20999908447266,5397649,4,0,4,0.9461861550807952,3.5,8.0,1.25,1.0,MDT,95000.0,Healthcare
2024-11-22,165.44000244140625,166.4600067138672,163.89999389648438,164.75999450683594,164.75999450683594,38528278,3,0,5,0.9924331679940224,4.75,6.25,2.625,0.0,GOOGL,181269.0,Technology
2024-11-22,91.79000091552734,91.93000030517578,89.0199966430664,90.0,90.0,4015774,6,0,2,0.9999164640903472,3.75,7.0,2.5,0.0,BSX,48000.0,Healthcare
2024-11-22,563.8272705078125,563.8272705078125,554.5900268554688,559.1400146484375,559.1400146484375,9044809,3,0,5,0.924357421696186,4.0,6.25,2.625,0.0,META,72404.0,Technology
2024-11-22,341.0849914550781,356.639892578125,337.70001220703125,352.5599975585937,352.5599975585937,88407251,2,1,5,0.9323574081063272,4.5,3.75,4.375,1.0,TSLA,140473.0,Automotive
2024-11-22,228.0599975585937,230.7198944091797,228.0599975585937,229.8699951171875,229.8699951171875,36963884,5,0,3,0.9944763034582138,3.875,7.125,2.875,1.0,AAPL,164000.0,Technology
2024-11-22,133.3000030517578,140.75999450683594,133.3000030517578,137.33999633789062,137.33999633789062,6299389,4,1,3,0.9377446621656418,5.5,5.25,2.75,1.0,ABNB,6907.0,Consumer Goods
2024-11-22,198.19500732421875,199.2599029541016,196.75,197.1199951171875,197.1199951171875,31424971,5,0,3,0.9945731610059738,3.625,7.5,2.25,0.0,AMZN,1551000.0,Consumer Goods
2024-11-22,411.364990234375,417.3999938964844,411.05999755859375,417.0,417.0,23974802,5,0,3,0.9363935068249702,3.625,7.375,2.125,1.0,MSFT,228000.0,Technology
2024-11-22,307.9700012207031,311.5899963378906,307.9700012207031,309.9200134277344,309.9200134277344,5918753,5,0,3,0.922709234058857,3.25,7.25,1.25,1.0,V,105400.0,Finance
2024-11-22,89.41000366210938,90.91000366210938,88.93000030517578,90.44000244140624,90.44000244140624,23966747,3,1,4,0.9695196524262428,4.875,6.375,3.5,1.0,WMT,2100000.0,Consumer Goods
2024-11-22,84.63999938964844,86.80000305175781,84.61000061035156,86.7699966430664,86.7699966430664,6602212,3,2,3,0.9783728718757628,5.375,5.25,3.875,1.0,PYPL,27200.0,Finance
2024-11-22,516.9299926757812,521.7050170898438,516.1799926757812,520.8599853515625,520.8599853515625,2020313,0,0,3,0.8962521950403849,6.0,3.6666666666666665,5.333333333333333,1.0,MA,33400.0,Finance
2024-11-22,113.8499984741211,116.33000183105467,113.5999984741211,115.6500015258789,115.6500015258789,7718306,2,2,4,0.9592398554086684,5.25,6.625,3.0,1.0,DIS,173250.0,Entertainment
2024-11-22,895.5499877929688,906.0,893.0,897.7899780273438,897.7899780273438,2959049,5,0,3,0.981532596051693,3.0,7.625,2.0,1.0,NFLX,13000.0,Entertainment
2024-11-22,137.33999633789062,139.1300048828125,137.0399932861328,138.35000610351562,138.35000610351562,20783494,2,0,6,0.9728641360998154,4.375,6.0,2.625,1.0,AMD,26000.0,Technology
2024-11-22,668.1799926757812,675.0,639.1500244140625,640.1199951171875,640.1199951171875,3292476,6,2,0,0.9954661428928376,6.125,5.375,5.25,0.0,INTU,18800.0,Technology
2024-11-22,596.219970703125,603.9400024414062,594.6500244140625,602.780029296875,602.780029296875,1733650,2,3,3,0.9903676882386208,3.75,3.125,6.25,1.0,GS,46400.0,Finance
2024-11-22,134.67999267578125,135.66000366210938,133.9600067138672,134.69000244140625,134.69000244140625,6107987,3,0,5,0.9536442533135414,5.625,5.875,1.5,1.0,MS,80000.0,Finance
2024-11-22,64.23999786376953,64.4800033569336,63.650001525878906,63.91999816894531,63.91999816894531,19532143,4,0,4,0.9402523785829544,4.125,6.875,3.125,0.0,KO,79100.0,Consumer Goods
2024-11-22,121.81999969482422,123.1999969482422,121.6449966430664,121.79000091552734,121.79000091552734,9049728,3,0,5,0.9539914056658744,4.875,4.75,3.75,0.0,XOM,62000.0,Energy
2024-11-22,223.3500061035156,227.17999267578125,220.8999938964844,222.97000122070312,222.97000122070312,4181154,3,0,5,0.951214924454689,3.5,5.5,3.125,0.0,IBM,282200.0,Technology
2024-11-22,593.6599731445312,596.1500244140625,593.1525268554688,595.510009765625,595.510009765625,31458755,6,0,2,0.9755020439624786,4.875,6.0,2.375,1.0,SPY,,Finance
2024-11-22,161.50999450683594,162.61000061035156,161.14999389648438,162.36000061035156,162.36000061035156,4776137,6,0,2,0.907908208668232,4.0,7.0,2.875,1.0,CVX,45600.0,Energy
2024-11-22,598.5599975585938,601.1649780273438,588.6749877929688,590.8699951171875,590.8699951171875,2184430,5,2,1,0.8885158449411392,3.75,6.0,4.125,0.0,UNH,440000.0,Healthcare
2024-11-22,161.0,162.05999755859375,159.89999389648438,162.0,162.0,5326734,4,0,4,0.928893819451332,3.75,7.0,2.625,1.0,PEP,318000.0,Consumer Goods
2024-11-22,412.0899963378906,420.1099853515625,410.9500122070313,420.0,420.0,2973291,4,1,3,0.9931547790765762,4.125,6.0,3.375,1.0,HD,465000.0,Consumer Goods
2024-11-22,76.125,77.5,75.8311996459961,77.4000015258789,77.4000015258789,10822856,5,1,2,0.9918769299983978,2.875,6.875,2.25,1.0,NKE,79400.0,Consumer Goods
2024-11-22,288.4700012207031,290.6000061035156,288.2650146484375,290.2799987792969,290.2799987792969,1719037,2,0,6,0.9270149022340776,4.75,5.875,2.375,1.0,MCD,100000.0,Consumer Goods
2024-11-22,57.59000015258789,58.70000076293945,57.45500183105469,58.54999923706055,58.54999923706055,14249670,3,0,5,0.9321908131241798,5.75,5.0,2.375,1.0,CSCO,90400.0,Technology
2024-11-22,83.5999984741211,83.68000030517578,82.63500213623047,83.12999725341797,83.12999725341797,24800164,3,0,5,0.9675518944859504,5.625,6.5,3.375,0.0,BABA,198162.0,Technology
2024-11-22,143.61000061035156,150.33900451660156,143.49000549316406,149.2899932861328,149.2899932861328,13327310,3,1,4,0.9541145861148834,4.75,4.625,5.375,1.0,BA,171000.0,Aerospace
2024-11-22,240.0,242.6699981689453,239.5399932861328,242.38999938964844,242.38999938964844,2664839,5,2,1,0.9367535933852196,4.25,5.5,3.75,1.0,UNP,30518.0,Industrials
2024-11-22,390.3599853515625,398.1600036621094,387.8900146484375,397.489990234375,397.489990234375,1892634,3,0,5,0.995409369468689,5.875,5.0,4.625,1.0,CAT,113200.0,Industrials
2024-11-22,179.3000030517578,181.7400054931641,178.9199981689453,181.1499938964844,181.1499938964844,2138427,5,1,2,0.976769357919693,4.875,6.125,2.375,1.0,GE,125000.0,Industrials
2024-11-22,193.0,194.1999969482422,191.0599975585937,192.2899932861328,192.2899932861328,6876642,5,0,3,0.962409146130085,4.0,6.625,1.375,0.0,ORCL,159000.0,Technology
2024-11-22,290.8399963378906,295.4800109863281,288.7799987792969,294.5299987792969,294.5299987792969,3053100,3,1,4,0.9835099577903748,4.25,6.125,3.375,1.0,AMGN,26700.0,Healthcare
2024-11-22,545.0,545.8099975585938,539.9199829101562,542.219970703125,542.219970703125,1145025,5,0,3,0.9613444805145264,3.5,6.625,2.25,0.0,LMT,122000.0,Aerospace
2024-11-22,112.16999816894533,112.72989654541016,111.12999725341795,111.75,111.75,7513193,4,0,4,0.9971783608198166,5.5,7.0,2.0,0.0,COP,10300.0,Energy
2024-11-22,197.7700042724609,198.9100036621093,196.5800018310547,198.0,198.0,7653171,4,1,3,0.8957335129380226,6.25,4.625,4.125,1.0,TXN,34000.0,Technology
2024-11-22,81.51000213623047,86.0,81.5,85.87999725341797,85.87999725341797,5584028,6,0,2,0.9487562403082848,5.5,5.875,2.0,1.0,ZM,7420.0,Technology
2024-11-22,92.61000061035156,94.10970306396484,91.8144989013672,92.26000213623048,92.26000213623048,8054872,6,0,2,0.914330318570137,3.625,6.375,2.75,0.0,SQ,12000.0,Technology
2024-11-22,88.55000305175781,88.6050033569336,87.58000183105469,87.5999984741211,87.5999984741211,3439960,3,1,4,0.9855033531785012,4.0,7.125,2.0,0.0,SO,27819.0,Energy
2024-11-22,293.3999938964844,301.9200134277344,292.510009765625,301.29998779296875,301.29998779296875,2739454,3,1,4,0.9640042036771774,4.625,6.625,3.0,1.0,AXP,74600.0,Finance
2024-11-22,234.4900054931641,236.83999633789065,234.7250061035156,235.83999633789065,235.83999633789065,2329993,5,0,3,0.9957692176103592,5.75,5.375,4.375,1.0,DHR,61000.0,Healthcare
2024-11-22,962.739990234375,976.2999877929688,958.5200805664062,964.010009765625,964.010009765625,2056302,3,1,4,0.8983702436089516,4.125,7.0,3.125,1.0,COST,333000.0,Consumer Goods
2024-11-22,435.9299926757813,447.5,432.2099914550781,446.6499938964844,446.6499938964844,2202019,3,1,4,0.8510224223136902,5.625,4.5,4.25,1.0,DE,83000.0,Industrials
2024-11-22,266.1099853515625,266.8999938964844,262.92999267578125,264.67999267578125,264.67999267578125,2410825,3,2,3,0.991794005036354,4.25,4.875,3.75,0.0,LOW,300000.0,Consumer Goods
2024-11-22,31.15999984741211,31.834999084472656,31.049999237060547,31.809999465942383,31.809999465942383,12392030,2,2,4,0.9377214759588242,3.875,5.375,3.75,1.0,KHC,36000.0,Consumer Goods
2024-11-22,79.4000015258789,80.43000030517578,78.98500061035156,80.33000183105469,80.33000183105469,5523304,3,4,1,0.996258556842804,4.75,4.125,5.375,1.0,BIDU,39800.0,Technology
2024-11-22,514.6199951171875,516.7899780273438,507.1700134277344,513.260009765625,513.260009765625,1611356,4,2,2,0.9814866408705712,4.25,6.375,3.625,0.0,TMO,122000.0,Healthcare
2024-11-22,93.98999786376952,95.54000091552734,92.08000183105467,95.23999786376952,95.23999786376952,6427525,5,2,1,0.9709628447890282,2.75,6.25,3.125,1.0,UAL,106500.0,Aerospace
2024-11-22,74.56500244140625,76.08000183105469,74.55999755859375,75.95999908447266,75.95999908447266,10143268,4,0,4,0.9609405174851418,3.625,6.125,2.75,1.0,WFC,220167.0,Finance
2024-11-22,94.98999786376952,95.4250030517578,94.48999786376952,94.91999816894533,94.91999816894533,3538813,3,0,5,0.992382913827896,4.625,6.375,3.0,0.0,CL,34000.0,Consumer Goods
2024-11-22,131.67999267578125,135.08999633789062,131.67999267578125,134.82000732421875,134.82000732421875,3651728,3,3,2,0.9062043353915216,3.875,3.875,5.5,1.0,UPS,500000.0,Industrials
2024-11-22,131.74000549316406,131.80999755859375,129.8300018310547,129.99000549316406,129.99000549316406,4107995,5,1,2,0.9992558509111404,4.5,5.5,3.5,0.0,PM,82700.0,Consumer Goods
2024-11-22,51.790000915527344,52.39500045776367,51.66999816894531,52.36000061035156,52.36000061035156,2658287,0,0,8,0.8997294753789902,6.0,4.375,5.625,1.0,BHP,38962.0,Energy
2024-11-22,192.9499969482422,193.0,189.42999267578125,190.0800018310547,190.0800018310547,8021503,5,0,3,0.998908407986164,4.25,7.25,2.75,0.0,TSM,76478.0,Technology
2024-11-22,235.7400054931641,236.759994506836,234.2550048828125,236.25,236.25,750691,1,0,7,0.9187773689627649,5.5,5.875,2.875,1.0,SAP,107583.0,Technology
2024-11-22,68.91000366210938,70.19999694824219,68.44999694824219,69.83999633789062,69.83999633789062,13126425,3,0,5,0.9013635590672492,4.125,6.375,2.5,1.0,C,229000.0,Finance
2024-11-22,154.7899932861328,156.8800048828125,153.72999572753906,156.7899932861328,156.7899932861328,5537614,4,0,4,0.9820886924862862,4.5,5.625,2.75,1.0,QCOM,49000.0,Technology
2024-11-22,24.334999084472656,24.68000030517578,24.13999938964844,24.5,24.5,31002178,0,0,8,0.9572987928986548,5.875,5.5,3.875,1.0,INTC,124100.0,Technology
2024-11-22,44.15999984741211,44.70000076293945,44.04499816894531,44.22999954223633,44.22999954223633,9010996,6,0,2,0.9874809235334396,4.75,5.0,4.25,1.0,SLB,111000.0,Energy
2024-11-22,140.63999938964844,142.4550018310547,139.5749969482422,140.91000366210938,140.91000366210938,2374098,3,1,4,0.9867129623889924,5.125,4.625,4.125,1.0,VLO,9886.0,Energy
2024-11-22,35.46670150756836,35.904998779296875,35.369998931884766,35.779998779296875,35.779998779296875,9400154,3,1,4,0.9512274265289308,4.25,5.25,2.5,1.0,CSX,23400.0,Industrials
2024-11-22,203.1000061035156,205.1699981689453,202.8000030517578,204.3099975585937,204.3099975585937,1454704,3,1,4,0.9391181543469428,6.375,6.25,2.75,1.0,AMT,5643.0,Telecommunications
2024-11-22,115.5199966430664,115.98999786376952,114.61000061035156,114.6999969482422,114.6999969482422,2008740,0,1,7,0.911983534693718,4.0,7.125,1.875,0.0,DUK,27037.0,Energy
2024-11-22,266.0799865722656,269.42999267578125,265.4750061035156,268.95001220703125,268.95001220703125,1314393,5,0,3,0.997542142868042,6.125,6.125,2.75,1.0,NSC,20700.0,Industrials
2024-11-22,241.1600036621093,242.10499572753903,238.5,239.6600036621093,239.6600036621093,1421478,5,1,2,0.9689991027116776,5.75,5.25,4.625,0.0,STZ,10600.0,Consumer Goods
2024-11-22,757.0499877929688,761.2799072265625,745.0811767578125,748.010009765625,748.010009765625,4010938,2,4,2,0.924368031322956,4.75,5.0,5.0,0.0,LLY,43000.0,Healthcare
2024-11-22,28.540000915527344,28.809999465942383,28.479999542236328,28.489999771118164,28.489999771118164,7748804,7,0,1,0.9683574810624124,4.5,6.75,3.5,0.0,KMI,10891.0,Energy
2024-11-22,384.6600036621094,391.9898986816406,383.1499938964844,388.2699890136719,388.2699890136719,1007513,2,0,6,0.965314544737339,6.0,5.125,1.875,1.0,CHTR,101100.0,Telecommunications
2024-11-22,174.14500427246094,177.39999389648438,173.8800048828125,176.27999877929688,176.27999877929688,10608731,5,0,3,0.9849493131041528,4.375,5.875,2.75,1.0,PG,108000.0,Consumer Goods
2024-11-22,31.86000061035156,32.119998931884766,31.690000534057617,31.96999931335449,31.96999931335449,5938653,1,1,6,0.9811618700623512,4.625,3.625,4.875,1.0,LUV,73463.0,Airlines
2024-11-22,10.8100004196167,11.380000114440918,10.800000190734863,11.18000030517578,11.18000030517578,76354782,1,5,2,0.9780484437942504,4.25,2.5,6.5,1.0,F,177000.0,Automotive
2024-11-22,264.2200012207031,266.17999267578125,263.2300109863281,266.0599975585937,266.0599975585937,2230870,6,0,2,0.996770679950714,3.875,7.625,1.625,1.0,PGR,61432.0,Finance
2024-11-22,121.6999969482422,125.75,121.26000213623048,125.01000213623048,125.01000213623048,13650864,3,4,1,0.9480451419949532,5.125,4.0,5.625,1.0,TGT,415000.0,Consumer Goods
2024-11-22,477.9299926757813,483.2275085449219,477.6600036621094,480.6600036621094,480.6600036621094,303856,4,0,4,0.9480559900403024,4.375,6.5,2.125,1.0,MCO,15776.0,Finance
2024-11-22,126.26000213623048,128.49000549316406,126.26000213623048,127.88999938964844,127.88999938964844,1033438,4,0,4,0.983649455010891,4.5,6.0,1.75,1.0,PRU,40366.0,Finance
2024-11-22,114.31999969482422,115.94000244140624,113.95999908447266,115.8000030517578,115.8000030517578,2432874,5,0,3,0.9671564921736716,5.625,5.75,2.25,1.0,PLD,2574.0,Real Estate
2024-11-22,75.80000305175781,76.83499908447266,75.62999725341797,76.05999755859375,76.05999755859375,2851748,2,0,6,0.9034063443541528,6.5,5.0,2.0,1.0,AIG,25000.0,Finance
2024-11-22,183.0749969482422,183.9600067138672,180.7100067138672,181.13999938964844,181.13999938964844,1441688,5,0,3,0.9498204216361046,5.25,6.875,1.75,0.0,SPG,2500.0,Real Estate
2024-11-22,44.7599983215332,45.540000915527344,44.65999984741211,45.459999084472656,45.459999084472656,5492633,4,0,4,0.9391200765967368,4.375,6.125,3.75,1.0,DOW,35900.0,Chemicals
2024-11-22,100.0,102.55999755859376,99.7699966430664,102.5,102.5,6511448,1,2,5,0.9643002972006798,4.625,4.375,4.75,1.0,SBUX,381000.0,Consumer Goods
2024-11-22,579.22998046875,590.4249877929688,580.8350219726562,589.5700073242188,589.5700073242188,417413,3,1,4,0.9278005138039588,5.5,5.125,4.125,1.0,MSCI,6118.0,Finance
2024-11-22,260.57000732421875,262.8599853515625,260.07000732421875,262.4700012207031,262.4700012207031,1182375,4,2,2,0.9342569559812546,4.25,5.375,3.0,1.0,TRV,32967.0,Finance
2024-11-22,176.35000610351562,178.07000732421875,176.27999877929688,176.9600067138672,176.9600067138672,1854547,5,0,3,0.9991746544837952,4.125,7.25,1.25,1.0,ZTS,14100.0,Healthcare
2024-11-22,127.69000244140624,128.47999572753906,126.37000274658205,128.4199981689453,128.4199981689453,2022796,3,0,5,0.9988360926508904,5.125,6.375,1.25,1.0,MMM,85000.0,Industrials
2024-11-22,39.43999862670898,39.560001373291016,38.685001373291016,38.709999084472656,38.709999084472656,3924327,3,1,4,0.9259225949645042,5.0,5.875,2.75,0.0,EXC,19962.0,Energy
2024-11-22,85.87999725341797,86.37000274658203,85.4000015258789,86.08000183105469,86.08000183105469,3817314,5,1,2,0.9946084469556808,3.75,6.0,1.625,1.0,FIS,60000.0,Finance
2024-11-22,549.8400268554688,552.0,541.989990234375,547.8699951171875,547.8699951171875,1375405,6,0,2,0.9994498640298844,3.375,7.125,2.375,0.0,ISRG,13676.0,Healthcare
2024-11-25,2.125,2.25,2.119999885559082,2.1700000762939453,2.1700000762939453,73838531,4,1,3,0.9624325633049012,4.25,4.625,5.625,1.0,LCID,6500.0,Automotive
2024-11-25,25.75,26.450000762939453,25.780000686645508,26.170000076293945,26.170000076293945,57615677,2,3,3,0.9419394358992575,4.0,6.125,3.75,1.0,PFE,88000.0,Healthcare
2024-11-25,23.14999961853028,23.31999969482422,22.950000762939453,23.100000381469727,23.100000381469727,27444361,3,0,5,0.9546351805329324,5.875,5.0,4.75,0.0,T,143630.0,Telecommunications
2024-11-25,120.36000061035156,121.0,118.05999755859376,118.6500015258789,118.6500015258789,4388209,4,0,4,0.9884432703256608,3.875,6.5,3.375,0.0,RTX,185000.0,Industrials
2024-11-25,86.5,86.80000305175781,84.7699966430664,85.75,85.75,5823706,2,0,6,0.9572824686765672,5.25,6.5,1.25,0.0,MDT,95000.0,Healthcare
2024-11-25,166.08999633789062,168.62989807128906,165.60719299316406,167.64999389648438,167.64999389648438,32828285,2,1,5,0.8791404366493225,4.875,4.375,4.0,1.0,GOOGL,181269.0,Technology
2024-11-25,562.97998046875,572.5914916992188,556.3900146484375,565.1099853515625,565.1099853515625,13460330,4,2,2,0.8712562099099159,5.5,5.375,4.0,1.0,META,72404.0,Technology
2024-11-25,231.4600067138672,233.2449951171875,229.7400054931641,232.8699951171875,232.8699951171875,86333323,2,1,5,0.9463575258851052,5.25,4.5,4.125,1.0,AAPL,164000.0,Technology
2024-11-25,138.10000610351562,141.0,137.85499572753906,140.92999267578125,140.92999267578125,7923114,3,1,4,0.9995210766792296,5.875,4.75,3.75,1.0,ABNB,6907.0,Consumer Goods
2024-11-25,199.27999877929688,201.9499053955078,199.0,201.4499969482422,201.4499969482422,39715029,4,1,3,0.9141153991222382,5.5,5.125,2.0,1.0,AMZN,1551000.0,Consumer Goods
2024-11-25,418.1900024414063,421.05999755859375,414.864990234375,418.7900085449219,418.7900085449219,25842761,2,4,2,0.8901068568229675,3.75,3.5,4.0,1.0,MSFT,228000.0,Technology
2024-11-25,90.5,90.9499969482422,89.05999755859375,89.5,89.5,14424953,4,1,3,0.9567950963974,4.5,4.875,2.75,0.0,WMT,2100000.0,Consumer Goods
2024-11-25,521.6400146484375,527.3800048828125,521.2100219726562,526.5999755859375,526.5999755859375,4502975,1,0,2,0.8966133793195089,3.333333333333333,5.333333333333333,3.333333333333333,1.0,MA,33400.0,Finance
2024-11-25,115.68000030517578,116.57980346679688,114.93199920654295,116.0,116.0,6642350,2,1,5,0.9740283116698264,5.5,6.375,2.5,1.0,DIS,173250.0,Entertainment
2024-11-25,902.0499877929688,902.0499877929688,864.219970703125,865.5900268554688,865.5900268554688,5995189,3,0,5,0.960842289030552,4.875,6.25,1.875,0.0,NFLX,13000.0,Entertainment
2024-11-25,140.49000549316406,142.35000610351562,139.0500030517578,141.1300048828125,141.1300048828125,30744606,2,0,6,0.9546698331832886,4.875,6.25,3.125,1.0,AMD,26000.0,Technology
2024-11-25,641.6099853515625,651.1099853515625,632.8800048828125,634.6199951171875,634.6199951171875,2950852,4,0,4,0.9729437083005904,5.625,5.875,3.25,0.0,INTU,18800.0,Technology
2024-11-25,608.7899780273438,611.0700073242188,598.9099731445312,603.030029296875,603.030029296875,2937793,1,1,6,0.9849948808550836,5.125,4.625,3.125,0.0,GS,46400.0,Finance
2024-11-25,135.44000244140625,136.24000549316406,133.5800018310547,133.66000366210938,133.66000366210938,8005028,1,0,7,0.9860264807939528,5.125,5.375,1.125,0.0,MS,80000.0,Finance
2024-11-25,223.3500061035156,226.4100036621093,222.6499938964844,226.1300048828125,226.1300048828125,7023307,3,0,5,0.951214924454689,4.875,6.5,3.5,1.0,IBM,282200.0,Technology
2024-11-25,599.52001953125,600.8499755859375,595.2000122070312,597.530029296875,597.530029296875,41803025,6,0,2,0.9762564674019814,6.25,5.375,2.625,0.0,SPY,,Finance
